HGNC:5	['A1BG']	['alpha-1-B glycoprotein']
HGNC:23024	['COMMD1', 'MURR1', 'MGC27155', 'C2orf5']	['copper metabolism domain containing 1', 'copper metabolism gene MURR1', 'COMM domain containing 1', 'chromosome 2 open reading frame 5 (MURR1)', 'copper metabolism (Murr1) domain containing 1']
HGNC:23332	['COMMD3', 'BUP', 'C10orf8']	['COMM domain containing 3', 'chromosome 10 open reading frame 8']
HGNC:26027	['COMMD4', 'FLJ20452']	['COMM domain containing 4']
HGNC:24015	['COMMD6', 'Acrg']	['COMM domain containing 6']
HGNC:26036	['COMMD8', 'FLJ20502']	['COMM domain containing 8']
HGNC:30201	['COMMD10', 'PTD002']	['COMM domain containing 10']
HGNC:2228	['COMT']	['catechol-O-methyltransferase']
HGNC:2230	['COPA', 'HEP-COP']	['coatomer protein complex subunit alpha', 'proxenin', 'xenin', 'coatomer protein complex, subunit alpha']
HGNC:2232	"['COPB2', ""beta'-COP"", 'betaprime-COP']"	['coatomer protein complex subunit beta 2', 'coatomer protein complex subunit beta prime', 'coatomer protein complex, subunit beta 2 (beta prime)', 'coatomer protein complex subunit beta 2 (beta prime)']
HGNC:2236	['COPG1', 'COPG']	['coatomer protein complex subunit gamma 1', 'coat protein gamma-cop', 'coatomer protein complex, subunit gamma', 'coatomer protein complex, subunit gamma 1']
HGNC:2238	['COPG2IT1', 'CIT1', 'NCRNA00170', 'COPG2AS']	['COPG2 imprinted transcript 1 (non-protein coding)', 'non-protein coding RNA 170', 'COPG2 antisense RNA (non-protein coding)', 'Copg2 intronic transcript 1', 'coatomer protein complex, subunit gamma 2, intronic transcript 1']
HGNC:30747	['COPS2', 'TRIP15', 'ALIEN', 'CSN2']	['COP9 signalosome subunit 2', 'COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)']
HGNC:16702	['COPS4', 'CSN4']	['COP9 signalosome subunit 4', 'COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 4', 'COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)']
HGNC:24332	['COPS5P1', 'COPS5P']	['COP9 signalosome subunit 5 pseudogene 1', 'COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis) pseudogene']
HGNC:21749	['COPS6', 'MOV34-34KD', 'CSN6']	['COP9 signalosome subunit 6', 'COP9 subunit 6 (MOV34 homolog, 34 kD)', 'COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)']
HGNC:16760	['COPS7B', 'CSN7B']	['COP9 signalosome subunit 7B', 'COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 7B', 'COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)']
HGNC:45269	['COPS8P1']	['COP9 signalosome subunit 8 pseudogene 1']
HGNC:45271	['COPS8P3']	['COP9 signalosome subunit 8 pseudogene 3']
HGNC:2243	['COPZ1', 'CGI-120', 'COPZ']	['coatomer protein complex subunit zeta 1', 'coatomer protein complex, subunit zeta', 'coatomer protein complex, subunit zeta 1']
HGNC:2229	['COP']	['entry withdrawn']
HGNC:18175	['COQ3', 'bA9819.1']	['coenzyme Q3, methyltransferase', 'polyprenyldihydroxybenzoate methyltransferase', 'coenzyme Q3 homolog, methyltransferase (yeast)', 'coenzyme Q3 homolog, methyltransferase (S. cerevisiae)']
HGNC:28722	['COQ5', 'MGC4767']	['coenzyme Q5, methyltransferase', '2-methoxy-6-polyprenyl-1,4-benzoquinol methylase', 'coenzyme Q5 homolog, methyltransferase (yeast)', 'coenzyme Q5 homolog, methyltransferase (S. cerevisiae)']
HGNC:2244	['COQ7', 'CLK-1', 'CAT5']	['coenzyme Q7, hydroxylase', '5-demethoxyubiquinone hydroxylase', 'coenzyme Q, 7 (rat, yeast) homolog', 'coenzyme Q7 homolog, ubiquinone (yeast)']
HGNC:19041	['COQ8B', 'FLJ12229', 'COQ8', 'ADCK4']	['coenzyme Q8B', 'aarF domain containing kinase 4']
HGNC:26515	['COQ10A', 'FLJ32452']	['coenzyme Q10A', 'coenzyme Q10 homolog A (yeast)', 'coenzyme Q10 homolog A (S. cerevisiae)']
HGNC:44912	['COQ10BP1']	['coenzyme Q10B pseudogene 1', 'coenzyme Q10 homolog B pseudogene 1']
HGNC:2245	['CORD1', 'CORD']	['cone rod dystrophy 1 (autosomal dominant)']
HGNC:2251	['CORD8']	['cone rod dystrophy 8']
HGNC:19012	['CORIN', 'PRSC', 'CRN', 'ATC2', 'Lrp4', 'TMPRSS10']	['corin, serine peptidase', 'corin, serine protease']
HGNC:2253	['CORO1B', 'coronin-2']	['coronin 1B', 'coronin, actin-binding protein, 1B']
HGNC:2255	['CORO2A', 'IR10', 'WDR2']	['coronin 2A', 'coronin 2A', 'coronin-like protein B', 'WD protein IR10', 'WD-repeat protein 2', 'coronin, actin-binding protein, 2A']
HGNC:21356	['CORO6', 'FLJ14871']	['coronin 6']
HGNC:44424	['CORO7-PAM16']	['CORO7-PAM16 readthrough']
HGNC:18304	['COTL1', 'CLP']	['coactosin like F-actin binding protein 1', 'coactosin-like 1 (Dictyostelium)', 'coactosin-like F-actin binding protein 1']
HGNC:24322	['COTL1P2', 'CLPSMCR']	['coactosin-like F-actin binding protein 1 pseudogene 2', 'coactosin-like 1 (Dictyostelium) pseudogene 2', 'COTL1 pseudogene 2']
HGNC:2266	['COX4I1P1', 'COX4P1', 'COX4L1']	['cytochrome c oxidase subunit 4I1 pseudogene 1', 'cytochrome c oxidase subunit IV pseudogene 1', 'cytochrome c oxidase subunit IV isoform 1 pseudogene 1']
HGNC:16232	['COX4I2', 'COXIV-2', 'COX4B', 'dJ857M17.2', 'COX4-2', 'COX4L2']	['cytochrome c oxidase subunit 4I2', 'cytochrome c oxidase subunit IV-like 2', 'cytochrome c oxidase subunit IV isoform 2', 'cytochrome c oxidase subunit IV isoform 2 (lung)']
HGNC:2268	['COX5AP1']	['cytochrome c oxidase subunit 5A pseudogene 1', 'cytochrome c oxidase subunit Va pseudogene 1']
HGNC:2269	['COX5B']	['cytochrome c oxidase subunit 5B', 'cytochrome c oxidase subunit Vb']
HGNC:2271	['COX5BP2', 'COX5BL2']	['cytochrome c oxidase subunit 5B pseudogene 2', 'cytochrome c oxidase subunit Vb-like 2', 'cytochrome c oxidase subunit Vb pseudogene 2']
HGNC:2273	['COX5BP4', 'COX5BL4']	['cytochrome c oxidase subunit 5B pseudogene 4', 'cytochrome c oxidase subunit Vb-like 4', 'cytochrome c oxidase subunit Vb pseudogene 4']
HGNC:2275	['COX5BP6', 'COX5BL6']	['cytochrome c oxidase subunit 5B pseudogene 6', 'cytochrome c oxidase subunit Vb-like 6', 'cytochrome c oxidase subunit Vb pseudogene 6']
HGNC:39083	['COX5BP8']	['cytochrome c oxidase subunit 5B pseudogene 8', 'cytochrome c oxidase subunit Vb pseudogene 8']
HGNC:2278	['COX6A1P1', 'COX6A1P']	['cytochrome c oxidase subunit 6A1 pseudogene 1', 'cytochrome c oxidase subunit VIa polypeptide 1 pseudogene', 'cytochrome c oxidase subunit VIa polypeptide 1 pseudogene 1']
HGNC:37633	['COX6A1P3']	['cytochrome c oxidase subunit 6A1 pseudogene 3', 'cytochrome c oxidase subunit VIa polypeptide 1 pseudogene 3']
HGNC:2280	['COX6B1', 'COXG', 'COX6B']	['cytochrome c oxidase subunit 6B1', 'cytochrome c oxidase subunit Vib', 'cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)', 'cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)']
HGNC:2282	['COX6B1P2', 'COX6BP2']	['cytochrome c oxidase subunit 6B1 pseudogene 2', 'cytochrome c oxidase subunit VIb pseudogene 2', 'cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) pseudogene 2']
HGNC:2284	['COX6B1P4', 'COX6BP4']	['cytochrome c oxidase subunit 6B1 pseudogene 4', 'cytochrome c oxidase subunit VIb pseudogene 4', 'cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) pseudogene 4']
HGNC:37676	['COX6B1P6']	['cytochrome c oxidase subunit 6B1 pseudogene 6', 'cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) pseudogene 6']
HGNC:24380	['COX6B2', 'COXVIB2', 'FLJ32865', 'CT59']	['cytochrome c oxidase subunit 6B2', 'cytochrome c oxidase subunit VIb, testes specific', 'cancer/testis antigen 59', 'cytochrome c oxidase subunit VIb polypeptide 2 (testis)']
HGNC:2286	['COX6CP1']	['cytochrome c oxidase subunit 6C pseudogene 1', 'cytochrome c oxidase subunit VIc pseudogene 1']
HGNC:31721	['COX6CP3']	['cytochrome c oxidase subunit 6C pseudogene 3', 'cytochrome c oxidase subunit VIc pseudogene 3']
HGNC:42791	['COX6CP5']	['cytochrome c oxidase subunit 6C pseudogene 5', 'cytochrome c oxidase subunit VIc pseudogene 5']
HGNC:49359	['COX6CP7']	['cytochrome c oxidase subunit 6C pseudogene 7', 'cytochrome c oxidase subunit VIc pseudogene 7']
HGNC:49361	['COX6CP9']	['cytochrome c oxidase subunit 6C pseudogene 9', 'cytochrome c oxidase subunit VIc pseudogene 9']
HGNC:49363	['COX6CP11']	['cytochrome c oxidase subunit 6C pseudogene 11', 'cytochrome c oxidase subunit VIc pseudogene 11']
HGNC:49365	['COX6CP13']	['cytochrome c oxidase subunit 6C pseudogene 13', 'cytochrome c oxidase subunit VIc pseudogene 13']
HGNC:49368	['COX6CP15']	['cytochrome c oxidase subunit 6C pseudogene 15', 'cytochrome c oxidase subunit VIc pseudogene 15']
HGNC:49369	['COX6CP17']	['cytochrome c oxidase subunit 6C pseudogene 17', 'cytochrome c oxidase subunit VIc pseudogene 17']
HGNC:2287	['COX7A1', 'COX7AH', 'COX7A']	['cytochrome c oxidase subunit 7A1', 'cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)']
HGNC:2289	['COX7A2L', 'EB1', 'COX7RP', 'COX7AR', 'SIG81']	['cytochrome c oxidase subunit 7A2 like', 'cytochrome c oxidase subunit VIIa polypeptide 2 like']
HGNC:2290	['COX7A2P2', 'COX7AL2', 'COX7A3', 'COX7AP2']	['cytochrome c oxidase subunit 7A2 pseudogene 2', 'cytochrome c oxidase subunit VIIa polypeptide 3 (liver)', 'cytochrome c oxidase subunit VIIa pseudogene 2', 'cytochrome c oxidase subunit VIIa polypeptide 2 (liver) pseudogene 2']
HGNC:24381	['COX7B2']	['cytochrome c oxidase subunit 7B2', 'cytochrome c oxidase subunit VIIb2']
HGNC:16601	['COX7BP2', 'dJ901O8.2']	['cytochrome c oxidase subunit 7B pseudogene 2', 'cytochrome c oxidase subunit VIIb pseudogene 2']
HGNC:2293	['COX7CP1']	['cytochrome c oxidase subunit 7C pseudogene 1', 'cytochrome c oxidase subunit VIIc pseudogene 1']
HGNC:31395	['COX8BP', 'COX8-1', 'COX8H', 'COX8B']	['cytochrome c oxidase subunit 8B, pseudogene', 'cytochrome c oxidase subunit VIIIB, pseudogene']
HGNC:2260	['COX10']	['COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor', 'protoheme IX farnesyltransferase, mitochondrial', 'heme O synthase', 'COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)', 'cytochrome c oxidase assembly homolog 10 (yeast)']
HGNC:2261	['COX11', 'COX11P']	['COX11, cytochrome c oxidase copper chaperone', 'cytochrome c oxidase subunit 11', 'cytochrome c oxidase assembly protein COX11', 'COX11 (yeast) homolog, cytochrome c oxidase assembly protein', 'cytochrome c oxidase assembly homolog 11 (yeast)']
HGNC:28216	['COX14', 'MGC14288', 'C12orf62']	['COX14, cytochrome c oxidase assembly factor', 'chromosome 12 open reading frame 62', 'COX14 cytochrome c oxidase assembly homolog (S. cerevisiae)']
HGNC:20213	['COX16', 'HSPC203', 'C14orf112']	['COX16, cytochrome c oxidase assembly homolog', 'chromosome 14 open reading frame 112', 'COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)']
HGNC:24341	['COX17P1', 'COX17P']	['COX17, cytochrome c oxidase copper chaperone pseudogene 1', 'COX17 cytochrome c oxidase assembly homolog (S. cerevisiae) pseudogene', 'cytochrome c oxidase assembly homolog 17 (yeast) pseudogene 1']
HGNC:28074	['COX19', 'MGC104475']	['COX19, cytochrome c oxidase assembly factor', 'COX19 cytochrome c oxidase assembly homolog (S. cerevisiae)', 'cytochrome c oxidase assembly homolog 19 (S. cerevisiae)']
HGNC:31435	['COX20P1', 'bA119F7.2', 'FAM36B']	['COX20, cytochrome c oxidase assembly factor pseudogene 1', 'family with sequence similarity 36, member B (pseudogene)', 'COX20 cytochrome C oxidase assembly factor pseudogene 1']
HGNC:2295	['CP']	['ceruloplasmin', 'ferroxidase', 'ceruloplasmin (ferroxidase)']
HGNC:2297	['CPA2']	['carboxypeptidase A2', 'carboxypeptidase A2 (pancreatic)']
HGNC:15740	['CPA4', 'CPA3']	['carboxypeptidase A4', 'carboxypeptidase A3']
HGNC:17245	['CPA6', 'CPAH']	['carboxypeptidase A6']
HGNC:30998	['CPAT1']	['cerebral palsy, ataxic 1']
HGNC:2300	['CPB2', 'CPU', 'PCPB', 'TAFI']	['carboxypeptidase B2', 'thrombin-activatable fibrinolysis inhibitor', 'carboxypeptidase U', 'plasma carboxypeptidase B', 'carboxypeptidase R', 'carboxypeptidase B2 (plasma, carboxypeptidase U)', 'carboxypeptidase B2 (plasma)']
HGNC:2301	['CPD', 'GP180']	['carboxypeptidase D', 'metallocarboxypeptidase D']
HGNC:21744	['CPEB1', 'FLJ13203', 'CPEB']	['cytoplasmic polyadenylation element binding protein 1']
HGNC:21745	['CPEB2']	['cytoplasmic polyadenylation element binding protein 2']
HGNC:21746	['CPEB3', 'KIAA0940']	['cytoplasmic polyadenylation element binding protein 3']
HGNC:26159	['CPED1', 'FLJ21986', 'C7orf58']	['cadherin like and PC-esterase domain containing 1', 'chromosome 7 open reading frame 58', 'cadherin-like and PC-esterase domain containing 1']
HGNC:51815	['CPHXL']	['cytoplasmic polyadenylated homeobox like']
HGNC:2309	['CPLX1', 'CPX-I']	['complexin 1']
HGNC:27652	['CPLX3', 'CPX-III']	['complexin 3']
HGNC:2311	['CPM']	['carboxypeptidase M', 'renal carboxypeptidase', 'urinary carboxypeptidase B']
HGNC:2313	['CPN2', 'ACBP']	['carboxypeptidase N subunit 2', 'carboxypeptidase N, polypeptide 2, 83kD', 'carboxypeptidase N, polypeptide 2']
HGNC:2315	['CPNE2', 'CPN2']	['copine 2', 'copine II']
HGNC:2317	['CPNE4', 'COPN4', 'CPN4']	['copine 4', 'copine 8', 'copine IV']
HGNC:2319	['CPNE6']	['copine 6', 'copine VI (neuronal)']
HGNC:23498	['CPNE8']	['copine 8', 'copine VIII']
HGNC:21011	['CPO']	['carboxypeptidase O', 'metallocarboxypeptidase O', 'metallocarboxypeptidase C']
HGNC:2322	['CPP']	['ceruloplasmin pseudogene', 'ceruloplasmin (ferroxidase) pseudogene']
HGNC:16910	['CPQ', 'LDP', 'PGCP']	['carboxypeptidase Q', 'lysosomal dipeptidase', 'Ser-Met dipeptidase', 'plasma glutamate carboxypeptidase']
HGNC:30102	['CPS1-IT1', 'PRO0132', 'CPS1-IT', 'CPS1IT']	['CPS1 intronic transcript 1', 'CPS1 intronic transcript 1 (non-protein coding)']
HGNC:19251	['CPSF1P1', 'dJ90G24.5']	['cleavage and polyadenylation specific factor 1 pseudogene 1', 'cleavage and polyadenylation specific factor 1, 160kDa pseudogene 1']
HGNC:2326	['CPSF3', 'CPSF-73', 'CPSF73', 'YSH1']	['cleavage and polyadenylation specific factor 3', 'cleavage and polyadenylation specific factor 3, 73kD subunit', 'cleavage and polyadenylation specific factor 3, 73kDa']
HGNC:33632	['CPSF4L']	['cleavage and polyadenylation specific factor 4 like']
HGNC:30098	['CPSF7', 'FLJ12529']	['cleavage and polyadenylation specific factor 7', 'pre mRNA cleavage factor I, 59 kDa subunit', 'cleavage factor Im complex 59 kDa subunit', 'cleavage and polyadenylation specific factor 7, 59kDa']
HGNC:2329	['CPT1B', 'M-CPT1', 'CPT1-M']	['carnitine palmitoyltransferase 1B', 'carnitine O-palmitoyltransferase 1B', 'carnitine palmitoyltransferase 1B (muscle)']
HGNC:2330	['CPT2', 'CPTASE', 'CPT1']	['carnitine palmitoyltransferase 2', 'carnitine palmitoyltransferase II']
HGNC:28116	['CPTP', 'MGC10334', 'GLTPD1']	['ceramide-1-phosphate transfer protein', 'glycolipid transfer protein domain containing 1']
HGNC:2332	['CPXCR1', 'CT77']	['CPX chromosome region, candidate 1', 'cancer/testis antigen 77']
HGNC:26977	['CPXM2', 'UNQ676', 'CPX2']	['carboxypeptidase X, M14 family member 2', 'cytosolic carboxypeptidase', 'carboxypeptidase X (M14 family), member 2']
HGNC:2334	['CR1', 'CD35', 'KN']	['complement C3b/C4b receptor 1 (Knops blood group)', 'complement component (3b/4b) receptor 1, including Knops blood group system', 'complement component (3b/4b) receptor 1 (Knops blood group)', 'complement component 3b/4b receptor 1 (Knops blood group)']
HGNC:2336	['CR2', 'CD21', 'C3DR']	['complement C3d receptor 2', 'Epstein-Barr virus receptor', 'complement component (3d/Epstein Barr virus) receptor 2', 'complement component 3d receptor 2']
HGNC:2339	['CRABP2', 'CRABP-II']	['cellular retinoic acid binding protein 2', 'cellular retinoic acid-binding protein 2']
HGNC:28703	['CRACR2B', 'MGC45840', 'EFCAB4A']	['calcium release activated channel regulator 2B', 'Ca2+ release-activated Ca2+ (CRAC) channel regulator 2B', 'CRAC regulator 2B', 'EF-hand calcium binding domain 4A']
HGNC:14122	['CRAMP1', 'KIAA1426', 'CRAMP1L']	['cramped chromatin regulator homolog 1', 'Crm (Cramped Drosophila)-like', 'Crm, cramped-like (Drosophila)']
HGNC:2343	['CRB1', 'LCA8', 'RP12']	['crumbs 1, cell polarity complex component', 'crumbs (Drosophila) homolog 1', 'crumbs homolog 1 (Drosophila)', 'crumbs family member 1, photoreceptor morphogenesis associated']
HGNC:20237	['CRB3', 'MGC17303']	['crumbs 3, cell polarity complex component', 'crumbs homolog 3 (Drosophila)', 'crumbs family member 3']
HGNC:30185	['CRBN', 'MRT2', 'MRT2A']	['cereblon', 'mental retardation, non-syndromic, autosomal recessive, 2A']
HGNC:29875	['CRCT1', 'NICE-1', 'C1orf42']	['cysteine rich C-terminal 1', 'chromosome 1 open reading frame 42', 'cysteine-rich C-terminal 1']
HGNC:2347	['CREB3', 'LZIP', 'Luman', 'sLZIP']	['cAMP responsive element binding protein 3', 'small leucine zipper protein', 'cAMP responsive element binding protein 3 (luman)']
HGNC:23720	['CREB3L2', 'BBF2H7', 'TCAG_1951439']	['cAMP responsive element binding protein 3 like 2']
HGNC:18854	['CREB3L4', 'AIbZIP', 'CREB4', 'CREB3', 'hJAL', 'ATCE1']	['cAMP responsive element binding protein 3 like 4']
HGNC:2348	['CREBBP', 'RTS', 'CBP', 'KAT3A', 'RSTS']	['CREB binding protein', 'Rubinstein-Taybi syndrome']
HGNC:24050	['CREBRF', 'LRF', 'C5orf41']	['CREB3 regulatory factor', 'luman/CREB3 recruitment factor', 'chromosome 5 open reading frame 41']
HGNC:2351	['CREG1', 'CREG']	['cellular repressor of E1A stimulated genes 1', 'cellular repressor of E1A-stimulated genes']
HGNC:14630	['CRELD1', 'AVSD2']	['cysteine rich with EGF like domains 1', 'atrioventricular septal defect 2', 'cysteine-rich with EGF-like domains 1', 'cysteine rich with EGF-like domains 1']
HGNC:2352	['CREM', 'hCREM-2']	['cAMP responsive element modulator']
HGNC:2356	['CRHBP', 'CRF-BP', 'CRFBP']	['corticotropin releasing hormone binding protein', 'corticotropin releasing hormone-binding protein']
HGNC:26327	['CRHR1-IT1', 'FLJ25168', 'C17orf69']	['CRHR1 intronic transcript 1', 'chromosome 17 open reading frame 69', 'CRHR1 intronic transcript 1 (non-protein coding)']
HGNC:2359	['CRIM1', 'S52']	['cysteine rich transmembrane BMP regulator 1', 'cysteine-rich motor neuron 1', 'cysteine rich transmembrane BMP regulator 1 (chordin-like)']
HGNC:44516	['CRIP1P1']	['cysteine rich protein 1 pseudogene 1', 'cysteine-rich protein 1 (intestinal) pseudogene 1']
HGNC:44518	['CRIP1P3']	['cysteine rich protein 1 pseudogene 3', 'cysteine-rich protein 1 (intestinal) pseudogene 3']
HGNC:2361	['CRIP2', 'CRP2', 'ESP1']	['cysteine rich protein 2']
HGNC:26619	['CRIPAK', 'FLJ34443']	['cysteine rich PAK1 inhibitor']
HGNC:304	['CRISP1', 'CRISP-1', 'ARP', 'HUMARP', 'HSCRISP1D', 'HSCRISP1G', 'AEGL1']	['cysteine rich secretory protein 1', 'acidic epididymal glycoprotein-like 1']
HGNC:16904	['CRISP3', 'SGP28', 'CRISP-3', 'CRS3', 'dJ442L6.3', 'Aeg2']	['cysteine rich secretory protein 3']
HGNC:25248	['CRISPLD2', 'DKFZP434B044', 'LGL1', 'LCRISP2']	['cysteine rich secretory protein LCCL domain containing 2', 'late gestation lung 1', 'LCCL domain containing cysteine-rich secretory protein 2']
HGNC:2363	['CRKL']	['CRK like proto-oncogene, adaptor protein', 'v-crk avian sarcoma virus CT10 oncogene homolog-like']
HGNC:14281	['CRLF2', 'CRL2', 'TSLPR']	['cytokine receptor-like factor 2']
HGNC:16148	['CRLS1', 'dJ967N21.6', 'CLS1', 'GCD10', 'C20orf155']	['cardiolipin synthase 1', 'GCD10 homolog (S. cerevisiae)', 'chromosome 20 open reading frame 155']
HGNC:37078	['CRNDE', 'LOC643911', 'LINC00180', 'CRNDEP']	['colorectal neoplasia differentially expressed (non-protein coding)', 'long intergenic non-protein coding RNA 180']
HGNC:1230	['CRNN', 'SEP53', 'C1orf10']	['cornulin', 'chromosome 1 open reading frame 10']
HGNC:51677	['CROCC2']	['ciliary rootlet coiled-coil, rootletin family member 2']
HGNC:28170	['CROCCP2', 'MGC12760', 'CROCCL1']	['ciliary rootlet coiled-coil, rootletin pseudogene 2', 'ciliary rootlet coiled-coil, rootletin-like 1']
HGNC:43864	['CROCCP4']	['ciliary rootlet coiled-coil, rootletin pseudogene 4']
HGNC:2366	['CROT', 'COT']	['carnitine O-octanoyltransferase']
HGNC:2368	['CRPP1']	['C-reactive protein pseudogene 1']
HGNC:14882	['CRTAC1', 'FLJ10320', 'CEP-68', 'ASPIC1']	['cartilage acidic protein 1']
HGNC:2379	['CRTAP', 'CASP', 'LEPREL3', 'P3H5']	['cartilage associated protein', 'leprecan-like 3', 'prolyl 3-hydroxylase family member 5 (non-enzymatic)']
HGNC:27301	['CRTC2', 'TORC2']	['CREB regulated transcription coactivator 2']
